Date,Open,High,Low,Close,Adj_Close,Volume,Daily_Range,Price_Change,Pct_change,Prev_Close,Returns,SMA_5,SMA_10,SMA_20,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,Avg_Gain,Avg_Loss,RSI,Upper_BB,Lower_BB,ATR,Prev_Volume,Volume_Pct_Change,OBV,Lag_Close_1,Lag_Close_2,Lag_Close_3,Day_of_Week,Month,Quarter
2018-11-21,274.420013,275.339996,261.51001,262.130005,262.130005,11023000,13.829985999999963,-12.290008,-0.044785,266.980011,-0.018166,275.2,287.26,296.9,286.36,304.73,-18.370000000000005,-12.63,-5.740000000000004,1.9,5.85,24.52,332.9,260.9,16.03,16693800,-0.339695,-95044000,266.980011,270.600006,286.209991,4,11,4
2018-11-23,260.109985,265.5,256.839996,258.820007,258.820007,5245100,8.660004000000015,-1.2899780000000192,-0.004959,262.130005,-0.012627,268.95,281.35,294.2,284.37,298.9,-14.529999999999973,-13.04,-1.4899999999999736,1.9,5.5,25.68,333.15999999999997,255.23999999999998,15.68,11023000,-0.524168,-100289100,262.130005,266.980011,270.600006,6,11,4
2018-11-26,260.549988,266.25,253.800003,261.429993,261.429993,12498600,12.449996999999996,0.8800050000000397,0.003377,258.820007,0.010084,263.99,277.14,292.28,279.55,294.22,-14.670000000000016,-13.25,-1.420000000000016,1.64,5.5,22.97,333.76,250.79999999999998,15.59,5245100,1.38291,-87790500,258.820007,262.130005,266.980011,2,11,4
2018-11-27,259.23999,269.079987,256.140015,266.630005,266.630005,11149500,12.939972000000012,7.390015000000005,0.028506,261.429993,0.019891,263.2,274.4,291.37,275.61,291.76,-16.149999999999977,-13.29,-2.859999999999978,2.01,5.17,27.99,334.31,248.43,15.45,12498600,-0.10794,-76641000,261.429993,258.820007,262.130005,3,11,4
2018-11-28,271.980011,284.0,263.339996,282.649994,282.649994,14801300,20.660004000000015,10.669983000000002,0.039231,266.630005,0.060083,266.33,273.22,291.21,275.43,291.57,-16.139999999999986,-13.78,-2.359999999999987,1.96,5.17,27.49,334.27,248.14999999999998,15.66,11149500,0.32753,-61839700,266.630005,261.429993,258.820007,4,11,4
2018-11-29,282.320007,290.48999,275.5,288.75,288.75,15431500,14.989989999999977,6.4299930000000245,0.022776,282.649994,0.021581,271.66,273.43,290.56,277.52,287.13,-9.610000000000014,-13.87,4.259999999999986,2.4,4.48,34.88,333.34000000000003,247.78,15.62,14801300,0.042577,-46408200,282.649994,266.630005,261.429993,5,11,4
2018-11-30,288.0,290.809998,283.059998,286.130005,286.130005,11860100,7.75,-1.8699950000000172,-0.006493,288.75,-0.009074,277.12,273.03,288.99,277.81,288.54,-10.730000000000018,-13.98,3.2499999999999822,2.4,3.64,39.74,329.89,248.09,14.75,15431500,-0.231436,-58268300,288.75,282.649994,266.630005,6,11,4
2018-12-03,293.190002,298.720001,284.579987,290.299988,290.299988,14117400,14.140014000000008,-2.890014000000008,-0.009857,286.130005,0.014574,282.89,273.44,288.05,280.18,286.91,-6.730000000000018,-13.43,6.6999999999999815,2.7,2.97,47.62,327.85,248.25,14.85,11860100,0.190327,-44150900,286.130005,288.75,282.649994,2,12,4
2018-12-04,288.130005,295.73999,274.720001,275.329987,275.329987,12800600,21.019988999999953,-12.800017999999966,-0.044424,290.299988,-0.051567,284.63,273.91,286.05,278.92,284.03,-5.109999999999957,-12.45,7.3400000000000425,2.67,4.04,39.79,324.03000000000003,248.07000000000002,15.32,14117400,-0.093275,-56951500,290.299988,286.130005,288.75,3,12,4
2018-12-06,268.329987,283.220001,267.140015,282.880005,282.880005,13074300,16.07998600000002,14.550017999999966,0.054224,275.329987,0.027422,284.68,275.5,284.65,277.42,284.07,-6.649999999999977,-11.15,4.500000000000023,3.21,3.49,47.91,320.80999999999995,248.48999999999998,14.78,12800600,0.021382,-43877200,275.329987,290.299988,286.130005,5,12,4
2018-12-07,282.480011,284.209991,263.380005,265.140015,265.140015,12466700,20.82998600000002,-17.339995999999985,-0.061385,282.880005,-0.062712,279.96,275.81,281.53,275.05,284.83,-9.779999999999973,-10.62,0.8400000000000265,2.97,4.75,38.47,312.51,250.54999999999998,15.53,13074300,-0.046473,-56343900,282.880005,275.329987,290.299988,6,12,4
2018-12-10,264.190002,271.179993,260.609985,269.700012,269.700012,9605600,10.57000800000003,5.5100100000000225,0.020856,265.140015,0.017198,276.67,276.89,279.12,273.57,285.82,-12.25,-10.35,-1.9000000000000004,3.3,4.48,42.42,305.32,252.92000000000002,15.52,12466700,-0.229499,-46738300,265.140015,282.880005,275.329987,2,12,4
2018-12-11,274.079987,274.5,262.76001,265.320007,265.320007,9843200,11.739989999999977,-8.759980000000041,-0.031961,269.700012,-0.01624,271.67,277.28,277.21,271.86,283.18,-11.319999999999993,-9.81,-1.5099999999999927,3.3,3.68,47.28,301.42999999999995,252.98999999999998,15.14,9605600,0.024736,-56581500,269.700012,265.140015,282.880005,3,12,4
2018-12-12,267.660004,281.769989,266.480011,274.880005,274.880005,11456700,15.28997800000002,7.220000999999968,0.026975,265.320007,0.036032,271.58,278.11,276.25,272.67,283.42,-10.75,-9.21,-1.5399999999999991,3.98,3.42,53.78,299.13,253.37,14.44,9843200,0.16392,-45124800,265.320007,269.700012,265.140015,4,12,4
2018-12-13,277.640015,279.320007,271.850006,276.019989,276.019989,8379300,7.470000999999968,-1.6200259999999957,-0.005835,274.880005,0.004147,270.21,277.45,275.33,273.89,282.25,-8.360000000000014,-9.08,0.7199999999999864,4.06,3.07,56.94,296.57,254.08999999999997,13.98,11456700,-0.268611,-36745500,274.880005,265.320007,269.700012,5,12,4
2018-12-14,271.809998,277.670013,265.0,266.839996,266.839996,9915300,12.670012999999983,-4.970002000000022,-0.018285,276.019989,-0.033258,270.55,275.25,274.34,274.96,283.36,-8.400000000000034,-8.82,0.4199999999999662,4.06,3.49,53.77,295.17999999999995,253.49999999999997,14.27,8379300,0.183309,-46660800,276.019989,274.880005,265.320007,6,12,4
2018-12-17,266.51001,272.980011,261.079987,262.799988,262.799988,9634700,11.900023999999974,-3.7100220000000377,-0.013921,266.839996,-0.01514,269.17,272.92,272.98,273.91,280.54,-6.6299999999999955,-8.81,2.180000000000005,3.88,3.78,50.65,293.04,252.92000000000002,14.23,9915300,-0.0283,-56295500,266.839996,276.019989,274.880005,2,12,4
2018-12-18,263.299988,275.75,263.290009,270.940002,270.940002,10350100,12.459991000000002,7.640014000000008,0.029016,262.799988,0.030974,270.3,270.99,272.21,273.1,277.88,-4.779999999999973,-8.77,3.990000000000027,4.09,3.78,51.97,291.28999999999996,253.13,14.23,9634700,0.074252,-45945400,262.799988,266.839996,276.019989,3,12,4
2018-12-19,269.959991,280.869995,263.769989,266.769989,266.769989,13788400,17.100006000000008,-3.1900019999999927,-0.011817,270.940002,-0.015391,268.67,270.13,272.02,272.69,275.79,-3.1000000000000227,-8.37,5.2699999999999765,2.94,4.08,41.88,291.24,252.79999999999998,13.98,10350100,0.3322,-59733800,270.940002,262.799988,266.839996,4,12,4
2018-12-20,264.640015,269.899994,251.880005,260.579987,260.579987,16792900,18.01998899999998,-4.060027999999988,-0.015342,266.769989,-0.023204,265.59,267.9,271.7,268.81,274.7,-5.889999999999986,-7.94,2.050000000000014,2.51,4.52,35.7,291.48,251.92,14.19,13788400,0.217901,-76526700,266.769989,270.940002,262.799988,5,12,4
2018-12-21,263.829987,264.5,241.289993,246.389999,246.389999,21397600,23.21000699999999,-17.439988000000028,-0.066103,260.579987,-0.054455,261.5,266.02,270.91,266.38,271.57,-5.189999999999998,-7.16,1.9700000000000024,2.51,5.35,31.93,293.37,248.45000000000002,15.3,16792900,0.274205,-97924300,260.579987,266.769989,270.940002,6,12,4
2018-12-24,242.0,250.649994,233.679993,233.880005,233.880005,9547600,16.970000999999996,-8.119994999999989,-0.033554,246.389999,-0.050773,255.71,262.44,269.67,258.99,269.23,-10.240000000000009,-7.04,-3.200000000000009,2.21,6.24,26.15,297.17,242.17000000000002,15.5,21397600,-0.5538,-107471900,246.389999,260.579987,266.769989,2,12,4
