,Date,Open,High,Low,Close,Adj Close,Volume,Returns,Log_Returns,Price_Range,Price_Range_Pct,SMA_5,SMA_20,EMA_5,EMA_20,RSI,BB_Middle,BB_Upper,BB_Lower,K_Line,D_Line,Volume_SMA_5,Volume_SMA_20,Volume_Ratio,MACD,EMA_12,MACD_Signal,Daily_Volatility,ATR
10,2018-02-20,277.73999,285.809998,276.609985,278.549988,278.549988,7769000.0,0.00010770860686770689,0.00010770280671223986,9.200013000000013,0.0330282297481198,272.32199099999997,0.0,273.1986154560789,262.4256283358724,0.0,0.0,0.0,0.0,0.0,0.0,8933660.0,0.0,0.8696323791144951,5.112794212404253,5.112794212404253,2.4391620993426324,0.0,0.0
11,2018-02-21,282.070007,286.640015,280.01001,281.040009,281.040009,9371100.0,0.008939224940839097,0.008899506594895357,6.630004999999983,0.02359096494335788,276.875995,0.0,275.81241330405265,264.1984264943607,0.0,0.0,0.0,0.0,0.0,0.0,9436840.0,0.0,0.9930336850047261,5.932569824052052,5.932569824052052,3.1378436442845166,0.0,0.0
12,2018-02-22,283.880005,284.5,274.450012,278.140015,278.140015,8891500.0,-0.010318794147206267,-0.010372402001343595,10.049987999999985,0.036132837628559074,279.303998,0.0,276.58828053603514,265.52619682823115,0.0,0.0,0.0,0.0,0.0,0.0,9020740.0,0.0,0.9856730157392852,6.275897977633065,6.275897977633065,3.7654545109542266,0.0,0.0
13,2018-02-23,281.0,286.0,277.809998,285.929993,285.929993,7301800.0,0.028007397641076626,0.02762236315598887,8.190001999999993,0.028643381948391795,280.4359988,0.0,279.7021846906901,267.4694155112568,71.55301758190072,0.0,0.0,0.0,98.59485097312663,0.0,8329160.0,0.0,0.8766550288384423,7.094789813314662,7.094789813314662,4.431321571426314,0.0,12.126433214285715
14,2018-02-26,288.75,295.649994,287.01001,294.160004,294.160004,10268600.0,0.028783307807796144,0.02837684945493102,8.63998399999997,0.02937171567348758,283.5640018,0.0,284.52145779379345,270.0113763197085,74.41861105576294,0.0,0.0,0.0,97.49749718647098,0.0,8720400.0,0.0,1.177537727627173,8.3120445243095,8.3120445243095,5.207466162002952,0.0,11.544290785714285
15,2018-02-27,294.769989,297.359985,290.589996,290.609985,290.609985,9416500.0,-0.012068326596840873,-0.012141740100223508,6.76998900000001,0.0232957893721374,285.9760012,0.0,286.550966862529,271.97314857497435,66.86541579273397,0.0,0.0,0.0,88.97958895793344,95.02397903917701,9049900.0,0.0,1.040508734903148,8.887817559712175,8.887817559712175,5.943536441544797,0.0,10.47786057142857
16,2018-02-28,293.100006,295.75,290.779999,291.380005,291.380005,7653500.0,0.0026496680766148195,0.0026461638947372634,4.970001000000025,0.017056767501943123,288.0440004,0.0,288.160646241686,273.82142061545295,68.26975281630344,0.0,0.0,0.0,90.23676479654263,92.23795031364902,8706380.0,0.0,0.8790679938160292,9.299062216398454,9.299062216398454,6.614641596515529,0.0,10.265002714285714
17,2018-03-01,292.75,295.25,283.829987,290.390015,290.390015,11932100.0,-0.0033975907166312602,-0.003403375634876582,11.420012999999983,0.0393264658221805,290.4940004,0.0,288.903769161124,275.39938198540983,83.61421007249704,0.0,0.0,0.0,88.6204541702411,89.27893597490572,9314500.0,0.0,1.281024209565731,9.436316665752145,9.436316665752145,7.178976610362852,0.0,9.822146857142855
18,2018-03-02,284.649994,301.179993,283.230011,301.049988,301.049988,13345300.0,0.036709158198845016,0.036051425299271855,17.949982000000034,0.059624589654526196,293.5179994,0.0,292.9525087740827,277.8422968439422,86.86391663875668,0.0,0.0,0.0,99.7508527837479,92.8693572501772,10523200.0,0.0,1.2681788809487609,10.28668404725994,10.28668404725994,7.80051809774227,0.0,9.697859714285714
19,2018-03-05,302.850006,316.910004,297.600006,315.0,315.0,18986100.0,0.046337859345804144,0.045296314775665536,19.309998000000007,0.061301580952380974,297.68599860000006,276.5684991,300.30167251605513,281.38112571594775,87.81651368022116,276.5684991,312.4412273652602,240.69577083473982,96.92974797446975,95.10035164281959,12266700.0,10502835.0,1.5477756853921592,11.948520599184803,11.948520599184803,8.630118598030776,0.0,10.352145714285715
20,2018-03-06,319.880005,325.790009,316.5,325.220001,325.220001,18525800.0,0.032444447619047745,0.03192924064678504,9.290008999999998,0.02856530647387827,304.6080018,280.11649939999995,308.60778201070343,285.5562566953813,89.23004680486532,280.11649939999995,320.45737110479416,239.7756276952057,99.1292273015124,98.60327601991003,14088560.0,10834320.0,1.314953409007024,13.92963455184173,13.92963455184173,9.690021788792967,0.02644928728439807,10.643574428571428
21,2018-03-07,320.0,323.73999,314.549988,321.160004,321.160004,17132200.0,-0.012483847818449578,-0.012562425701084123,9.190001999999993,0.028615026421534084,310.56400160000004,282.88849955,312.79185600713566,288.9470897720117,83.77418644260659,282.88849955,326.54677440097294,239.2302246990271,92.0391941513622,96.03272314244812,15984300.0,11061140.0,1.0718142177011192,14.999172679400942,14.999172679400942,10.751851966914563,0.025868133106013085,10.576431357142862
22,2018-03-08,322.200012,322.920013,314.130005,317.0,317.0,11340100.0,-0.012953057504632493,-0.013037679894053689,8.790008,0.02772873186119874,315.88599860000005,285.51049965000004,314.1945706714238,291.6187955080106,75.66736634968606,285.51049965000004,330.8022471903254,240.2187521096747,82.8788283723507,91.34908327507509,15865900.0,11179070.0,0.7147467209550041,15.334346988122263,15.334346988122263,11.668350971156103,0.026185601669918363,10.16857478571429
23,2018-03-09,321.329987,331.440002,320.230011,331.440002,331.440002,14500200.0,0.04555205678233443,0.044545029926140955,11.209991000000002,0.0338220822241004,321.9640014,289.57749945,319.9430477809492,295.41129136439054,81.41025629611369,289.57749945,336.0729610408323,243.08203785916774,100.0,91.63934084123763,16096880.0,11438745.0,0.9008081069126439,16.57410654067462,16.57410654067462,12.649502085059806,0.022627618567899185,10.752147142857146
24,2018-03-12,333.559998,333.980011,318.600006,321.299988,321.299988,20369200.0,-0.03059381468384137,-0.031071575029882226,15.380004999999983,0.04786805345289955,323.223999,293.1689988,320.3953611872995,297.87688152016284,72.65499930492871,293.1689988,337.67425632940535,248.66374127059467,78.69977622542878,87.19286819925982,16373500.0,11611860.0,1.2440345680520353,16.547659414717884,16.547659414717884,13.429133550991423,0.02452490844013304,11.193575142857144
25,2018-03-13,323.869995,325.839996,313.279999,315.880005,315.880005,12917200.0,-0.01686891753011832,-0.017012818315363276,12.55999700000001,0.039761924785331096,321.35599979999995,296.06549845,318.8902424581997,299.5914647087188,67.90707068065522,296.06549845,338.40753633647284,253.72346056352717,69.59515151344112,82.76497591295663,15251780.0,11830975.0,0.8469306533401347,15.905998100481554,15.905998100481554,13.92450646088945,0.024869681183403224,11.512858714285715
26,2018-03-14,318.160004,323.880005,317.700012,321.549988,321.549988,10475100.0,0.01794980027304982,0.017790604803460397,6.179992999999968,0.019219384949875875,321.43399659999994,299.2294984,319.77682430546645,301.6827526412217,71.69414224911392,299.2294984,339.06275501110633,259.3962417888937,77.870713684898,75.38854714125597,13920360.0,12011970.0,0.7525020904631777,15.674313400148435,15.674313400148435,14.274467848741248,0.024823895687990243,11.366431000000002
27,2018-03-15,323.170013,323.399994,318.140015,321.089996,321.089996,5642900.0,-0.0014305458471981503,-0.0014315700548088728,5.259978999999987,0.016381634636788833,322.2519958,301.9839982,320.2145482036443,303.53106153253395,68.960312025881,301.9839982,339.7051523560593,264.2628440439407,74.60095566502461,74.02227362112124,12780920.0,11745515.0,0.4415096878784939,15.277474875384314,15.277474875384314,14.475069254069862,0.024574817473414307,11.157143642857145
28,2018-03-16,321.420013,324.109985,318.369995,318.450012,318.450012,7333700.0,-0.008221944105664236,-0.008255930706928538,5.7399899999999775,0.018024775580790298,319.6539978,303.89299934999997,319.62636946909623,304.9519139580069,63.938950561376274,303.89299934999997,340.8437537578523,266.9422449421476,69.39901674876853,73.95689536623038,11347620.0,11574215.0,0.6462764879331525,14.581862209254211,14.581862209254211,14.496427845106732,0.02256892821558984,10.872857142857145
29,2018-03-19,315.799988,317.0,307.339996,313.480011,313.480011,9925200.0,-0.01560684821076419,-0.01572991722527739,9.660004000000015,0.03081537470023891,318.0900024,305.64100045,317.57758331273084,305.76411367629197,62.91362922868081,305.64100045,340.8021712435233,270.4798296564767,59.60591133004927,67.86862791461414,9258820.0,11654855.0,1.0719724543732354,13.474224146511233,13.474224146511233,14.291987105387634,0.022944337123696635,11.182859071428576
30,2018-03-20,313.26001,319.5,312.799988,317.5,317.5,5991900.0,0.012823749071515733,0.012742221058124947,6.700012000000015,0.02110240000000005,318.41400139999996,307.58850105,317.55172220848726,306.88181713569276,64.22658842041538,307.58850105,340.6858706957957,274.4911314042043,67.52707192118228,65.5106666666667,7873760.0,11566000.0,0.760996017150637,12.773547018760894,12.773547018760894,13.988299088062286,0.022943490642307898,11.294287428571433
31,2018-03-21,316.350006,319.399994,314.51001,316.480011,316.480011,5263900.0,-0.0032125637795276107,-0.0032177351410691557,4.88998399999997,0.015451162253656425,317.400006,309.36050115,317.1944851389915,307.7959308370553,64.20560687821106,309.36050115,340.1902791335925,278.5307231664075,65.51724137931035,64.21674154351398,6831520.0,11360640.0,0.7705313019650093,11.997649325865211,11.997649325865211,13.590169135622872,0.023044888421651807,10.827856785714289
32,2018-03-22,313.070007,314.119995,305.660004,306.700012,306.700012,8063300.0,-0.030902422459786805,-0.031389972945290445,8.459991000000002,0.02758392784151571,314.5220092,310.788501,313.69632742599435,307.69155761447865,53.10611715564441,310.788501,337.9578840222708,283.6191179777292,25.013756870016955,52.68602339016987,7315600.0,11319230.0,1.102206244190497,10.472856064184953,10.472856064184953,12.966706521335288,0.024249811679414104,10.318572857142856
33,2018-03-23,307.410004,309.369995,300.359985,300.940002,300.940002,9529900.0,-0.018780599199976655,-0.01895919426981152,9.010010000000023,0.029939555858712403,311.02000719999995,311.53900145,309.4442189506629,307.04855231786166,41.50555411175464,311.53900145,336.5615829132745,286.5164199867255,1.7252128240471856,30.752070357791496,7754840.0,11430635.0,1.2288970501003245,8.699380704587156,8.699380704587156,12.113241357985663,0.024188070861015428,9.582859428571428
34,2018-03-26,309.359985,321.029999,302.0,320.350006,320.350006,11988300.0,0.06449791942249017,0.06250325083796948,19.029998999999975,0.05940377288458666,312.39400620000004,312.84850155,313.07948130044196,308.3153574304463,47.351822949856704,312.84850155,336.7580854387585,288.9389176612415,59.4586720426689,28.732547245577678,8167460.0,11516620.0,1.4678125145394039,8.759143853567934,8.759143853567934,11.442421857102119,0.02732004406206359,10.247144285714285
35,2018-03-27,322.48999,322.899994,297.0,300.690002,300.690002,12068600.0,-0.061370387487990286,-0.06333432645829173,25.899993999999992,0.0861352017949702,309.03200660000005,313.35250239999993,308.94965486696134,307.58913310373714,40.483491402200265,313.35250239999993,335.6595516236315,291.04545317636837,9.978369124876663,23.720751330530916,9382800.0,11649225.0,1.286247175683165,7.137828122956648,7.137828122956648,10.581503110273026,0.030895601371033445,11.335000071428567
36,2018-03-28,298.390015,298.799988,281.609985,285.769989,285.769989,18972900.0,-0.04961925205614248,-0.05089258737200719,17.19000299999999,0.06015328292573084,302.89000219999997,313.07200159999996,301.22309957797427,305.5111193795717,36.80161452500448,313.07200159999996,336.6474210182856,289.4965821817143,7.943482785362786,25.79350798430278,12124600.0,12215195.0,1.5648268808867922,4.596023272785942,4.596023272785942,9.38440714277561,0.032991364205089455,12.07000071428571
37,2018-03-29,287.0,295.350006,275.899994,295.350006,295.350006,19145500.0,0.0335235237035334,0.03297386108387901,19.450012000000015,0.06585411073260657,300.620001,313.32000114999994,299.2654017186495,304.54339429580295,34.09431391536053,313.32000114999994,335.9772571734892,290.6627451265107,33.48830287015931,17.13671826013292,14341040.0,12575865.0,1.3350147548573883,3.316422273104763,3.316422273104763,8.17081016884144,0.03384017689990033,12.427858571428569
38,2018-04-02,291.940002,292.869995,275.049988,280.290009,280.290009,13405800.0,-0.05099033923838825,-0.0523363004855506,17.820007000000032,0.06357703245854915,296.4900024,312.28200219999997,292.940270812433,302.23354807715504,32.6772023629474,312.28200219999997,338.86769982807806,285.69630457192187,10.317031255439087,17.24960563698706,15116220.0,12578890.0,0.8868486963010594,1.0747246092736304,1.0747246092736304,6.751593056927878,0.034693880031946546,12.77928807142857
39,2018-04-03,285.450012,291.25,278.01001,283.670013,283.670013,12694900.0,0.012058952839806736,0.011986822962862576,13.239989999999977,0.04667391473627485,289.1540038,310.71550285,289.85018487495535,300.4655923555212,36.15576554784422,310.71550285,340.16475186887345,281.26625383112656,17.57037408705915,20.45856940421918,15257540.0,12264330.0,0.8320410760843491,-0.4242088493892311,-0.4242088493892311,5.316432675664457,0.03293035830665254,12.827858999999998
40,2018-04-04,273.630005,290.309998,271.220001,288.940002,288.940002,12914000.0,0.01857788542492167,0.01840742447765109,19.089996999999983,0.06606906924573214,286.80400380000003,308.9015029,289.54679058330356,299.3679170835668,35.93548337344835,308.9015029,339.05010617129494,278.7528996287051,33.50350985169513,20.463638398064454,15426620.0,11983740.0,0.8371243992527203,-1.173354643505263,-1.173354643505263,4.018475211830513,0.03224580109721973,13.620001642857138
41,2018-04-05,293.149994,299.160004,289.109985,293.970001,293.970001,10655200.0,0.01740845492207077,0.017258663694456722,10.05001900000002,0.03418722647145216,288.4440062,307.54200275,291.0211940555357,298.8538298375128,38.746889948107,307.54200275,337.81504412820584,277.26896137179415,43.01381524335498,31.36256639403642,13763080.0,11659890.0,0.7741871732199479,-1.345667187117499,-1.345667187117499,2.9456467320409105,0.03259121670440018,13.974288999999999
42,2018-04-06,289.100006,298.850006,285.649994,288.850006,288.850006,11444800.0,-0.01741672613730416,-0.017570181718243205,13.200012000000015,0.04569850000280081,287.1440062,306.13450305000003,290.2974647036905,297.90108471013065,37.965521388394755,306.13450305000003,337.164155541472,275.1048505585281,34.113791385381944,36.87703882681068,12222940.0,11665125.0,0.9363377387109811,-1.8737673031997701,-1.8737673031997701,1.9817639249927745,0.03267160190968436,14.507147714285717
43,2018-04-09,291.769989,299.549988,289.119995,289.929993,289.929993,9853600.0,0.00373891977693086,0.003731947390440027,10.429992999999968,0.03597417739391994,289.07200300000005,304.0590026,290.17497413579366,297.1419331186896,40.11251205348938,304.0590026,333.4727504124029,274.6452547875971,36.20354979537248,37.7770521413698,11512500.0,11432795.0,0.8559044516829533,-2.180014672743482,-2.180014672743482,1.1494082054455232,0.030596991597185992,14.477859571428569
44,2018-04-10,297.679993,298.950012,291.690002,298.070007,298.070007,10660500.0,0.02807579138595684,0.027688891344410216,7.2600100000000225,0.02435672771329865,291.9520018,302.89750355,292.80665175719577,297.23032110738586,42.1150922456218,302.89750355,331.26050966948435,274.53449743051567,51.95435301239295,40.75723139771579,11105620.0,10947360.0,0.9599193921636072,-1.7457627523261863,-1.7457627523261863,0.5703740138911814,0.030947800352638707,14.643574357142853
45,2018-04-11,302.880005,311.640015,301.820007,303.670013,303.670013,14877400.0,0.01878755281808675,0.01861324655548735,9.82000800000003,0.03233776000134735,294.898004,302.28700395,296.42777217146386,297.8436250971586,44.987872998363144,302.28700395,329.991393810606,274.582614089394,62.79027940270808,50.316060736824504,11498300.0,11045370.0,1.2938782254768095,-0.9389180311750351,-0.9389180311750351,0.2685156048779381,0.03115065251547141,15.263576071428572
46,2018-04-12,309.720001,311.130005,306.75,309.25,309.25,10249400.0,0.018375166335571125,0.018208382982958682,4.380004999999983,0.014163314470493073,297.9540038,301.67200455,300.70184811430926,298.92994651647683,51.03163179203473,301.67200455,328.0922482143487,275.2517608856513,73.58746933266805,62.777367249256365,11417140.0,11034085.0,0.8977204448749863,0.14905235754650903,0.14905235754650903,0.24462295541165227,0.03116477683631546,15.023575000000003
47,2018-04-13,317.290009,317.48999,308.230011,311.649994,311.649994,12046600.0,0.007760691996766322,0.007730732729894996,9.259978999999987,0.02971275205607733,302.5140014,301.20000445,304.3512300762062,300.1413796101457,54.45395953971891,301.20000445,326.47193711189914,275.92807178810085,78.23142120007638,71.53638997848418,11537500.0,11354270.0,1.0441256771397616,1.1912047207038654,1.1912047207038654,0.43393930847009493,0.031233302008345478,15.041429928571429
48,2018-04-16,315.98999,316.100006,304.0,307.779999,307.779999,20307900.0,-0.012417760547109191,-0.012495505215860625,12.100006000000008,0.03931381519044065,306.08400259999996,300.6665038,305.49415305080413,300.8688671710842,43.996557990289816,300.6665038,324.8314038178832,276.5016037821168,70.74303976782655,74.18731010019033,13628360.0,12002980.0,1.4901206014516788,1.6854133275000436,1.6854133275000436,0.6842341122760848,0.03129821403560322,14.470716285714287
49,2018-04-17,329.660004,338.619995,323.769989,336.059998,336.059998,33866500.0,0.09188381016272618,0.08790447071184548,14.850006000000008,0.044188555878048916,313.6820008,301.79550314999994,315.6827680338694,304.22040344050475,65.60762388518661,301.79550314999994,330.2162036874154,273.3748026125845,96.20178452834875,81.72541516541723,18269560.0,13200045.0,1.8537118573189502,4.309361149605309,4.309361149605309,1.4092595197419295,0.037345267213351616,14.823573571428577
50,2018-04-18,336.299988,338.820007,331.100006,334.519989,334.519989,11221100.0,-0.004582541835282616,-0.00459307386808927,7.720000999999968,0.023077846627574675,319.851996,302.64650259999996,321.9618416892463,307.1060782556948,74.39207640484949,302.64650259999996,333.9229399795154,271.37006522048455,93.63902719180237,86.86128382932588,17538300.0,13461505.0,0.639805454348483,6.193201475760645,6.193201475760645,2.3660479109456727,0.03733506965128512,14.01214385714286
51,2018-04-19,332.880005,335.309998,326.769989,332.700012,332.700012,8438800.0,-0.005440562776055757,-0.0054554165374272046,8.540008999999998,0.025668796789823974,324.5419984,303.45750265000004,325.5412317928309,309.5435957551524,70.2614871710034,303.45750265000004,337.00312545008364,269.91187984991643,90.9467537621225,93.59585516075788,17176180.0,13620250.0,0.4913083118597965,7.453383606215596,7.453383606215596,3.3835150499996574,0.037358746097059914,13.23285792857143
52,2018-04-20,332.220001,336.51001,326.0,327.769989,327.769989,9158700.0,-0.014818223090415805,-0.014929109750525527,10.510010000000023,0.03206519923335636,327.7659974,304.51100149999996,326.28415086188727,311.27944273085217,78.93709942243035,304.51100149999996,339.7652741699411,269.2567288300588,83.65382097747155,89.4132006437988,16598600.0,13675020.0,0.5517754509416457,7.962488755646461,7.962488755646461,4.299309791129018,0.03675518326687314,12.533571642857144
53,2018-04-23,329.149994,331.220001,317.079987,318.690002,318.690002,8968000.0,-0.02770231352694108,-0.028093259606712273,14.140014000000008,0.04436917980250917,329.947998,305.3985015,323.75276790792486,311.98521028029484,69.95669282323932,305.3985015,341.1642353650783,269.6327676349217,70.22188873770219,81.60748782576542,14330620.0,13646925.0,0.6257928826526696,7.5462902515749875,7.5462902515749875,4.948705883218213,0.037098276650819204,12.597859071428575
54,2018-04-24,319.220001,320.25,302.309998,307.019989,307.019989,13893200.0,-0.036618698191856036,-0.03730599351895325,17.940001999999993,0.05843268400351611,324.1399962,304.73200065000003,318.1751749386166,311.5123320631239,59.602713979612375,304.73200065000003,339.814876761016,269.64912453898404,40.19181827170143,64.68917599562505,10335960.0,13742170.0,1.3441615486128042,6.203269984834378,6.203269984834378,5.1996187035414465,0.03519138520753703,12.515716571428575
55,2018-04-25,306.369995,309.980011,292.619995,305.76001,305.76001,14919700.0,-0.004103898915845505,-0.00411234301941743,17.360015999999973,0.05677660724827937,318.38800039999995,304.98550105000004,314.0367866257444,310.9644918666359,56.52318997799767,304.98550105000004,340.0186364420237,269.9523656579764,37.82210096506848,49.4119359914907,11075680.0,13884725.0,1.347068532135273,4.979842448387046,4.979842448387046,5.1556634525105665,0.03227601699124552,13.025717571428572
56,2018-04-26,310.0,316.630005,305.579987,313.980011,313.980011,9266700.0,0.026883832846551714,0.026528811448897294,11.050017999999966,0.035193380511092366,314.64400020000005,306.39600215,314.017861417163,311.25168416505153,63.44282272217672,306.39600215,340.42895142277416,272.36305287722587,50.020140840207425,42.678020025659116,11241260.0,13399415.0,0.8243470927636226,4.620292834949566,4.620292834949566,5.048589328998367,0.030399562752825737,12.87214657142857
57,2018-04-27,316.25,317.450012,306.5,311.76001,311.76001,7074400.0,-0.00707051698268768,-0.007095631539840497,10.950012000000015,0.03512320903505236,311.4420044,307.21650235000004,313.2652442781087,311.3000961493323,61.536846243026055,307.21650235000004,340.91779674860027,273.5152079513998,42.584353640531205,43.47553181526903,10824400.0,12795860.0,0.6535604744835741,4.108847413197111,4.108847413197111,4.860640945838116,0.0297536891736652,12.890005857142857
58,2018-04-30,311.070007,317.880005,310.119995,312.459991,312.459991,6088800.0,0.002245255894109066,0.0022427390736607933,7.760009999999966,0.024835211622341643,310.1960022,308.82500145,312.99682651873917,311.4105623255864,58.253981830803376,308.82500145,340.0985135368541,277.5514893631459,42.943703131505686,45.18273253741477,10248560.0,12430010.0,0.5941127338865168,3.71715677891018,3.71715677891018,4.631944112452529,0.026902894897167733,12.800005214285713
59,2018-05-01,310.359985,313.480011,306.690002,313.299988,313.299988,6036600.0,0.0026883345842507733,0.002684727476128579,6.790008999999998,0.021672547909577317,311.452002,310.3065002,313.0978803458261,311.5905076279115,55.842726404992185,310.3065002,339.28565765188137,281.32734274811867,44.76187798392777,43.42997825198822,8677240.0,12097095.0,0.6956820371454517,3.4349241990112205,3.4349241990112205,4.392540129764267,0.026869387335047873,12.315719571428568
60,2018-05-02,311.649994,317.100006,310.399994,313.359985,313.359985,5697100.0,0.00019150016692637273,0.00019148183310946365,6.700012000000015,0.02138119836838777,312.971997,311.52749935,313.1852485638841,311.7590292823961,52.67264111866475,311.52749935,338.71878931400613,284.3362093859939,44.89174158656062,44.19910756733136,6832720.0,11736250.0,0.8337967895655025,3.1794434575062382,3.1794434575062382,4.149920795312662,0.0267056813979951,12.261435285714283
61,2018-05-03,312.589996,312.589996,305.730011,311.690002,311.690002,6135800.0,-0.005329279678131238,-0.005343530944281305,6.859984999999995,0.022008999185029986,312.5139952,312.4134994,312.6868330425894,311.7524552555012,50.026265776305344,312.4134994,338.3204195244342,286.50657927556574,41.27706070725694,43.64356009258179,6206540.0,11510280.0,0.9886023452680559,2.809829492423887,2.809829492423887,3.881902534734907,0.02660625543095473,12.145006357142856
62,2018-05-04,308.709991,320.980011,307.670013,320.089996,320.089996,8209500.0,0.02694983459880107,0.026593083208893198,13.309998000000007,0.04158204931840484,314.1799924,313.9754989,315.15455402839297,312.5465067549773,57.62796257342661,313.9754989,337.56382765614813,290.38717014385185,59.45886117951657,48.54255449111138,6433560.0,11348515.0,1.276043123869211,3.158310044083919,3.158310044083919,3.7371840366047095,0.026641414623696957,12.231434357142856
63,2018-05-07,321.98999,329.019989,319.339996,326.26001,326.26001,7117800.0,0.019275872651765225,0.019092446404637364,9.679993000000024,0.029669566306946487,316.93999619999994,315.79199975,318.8563726855953,313.85255468307474,41.63537439324809,315.79199975,337.06552323210116,294.51847626789885,72.81386636869279,57.84992941848876,6639360.0,11211725.0,1.072061162521689,3.887538829070138,3.887538829070138,3.7672549950977956,0.026814096430451666,10.720005571428569
64,2018-05-08,325.899994,327.350006,323.049988,326.890015,326.890015,4735700.0,0.001930990561791468,0.0019291285960907345,4.300018000000023,0.013154326540075024,319.65800160000003,317.23300015,321.5342534570636,315.094217570401,43.38479248257392,317.23300015,337.32353512379905,297.142465176201,78.08158643828212,70.11810466216382,6379180.0,10915485.0,0.7423681413598613,4.464826295038563,4.464826295038563,3.9067692550859494,0.02632701156137226,10.475721071428572
65,2018-05-09,328.790009,331.950012,327.51001,330.299988,330.299988,5633400.0,0.010431560596918077,0.010377527311487,4.440001999999993,0.013442331702415905,323.04600220000003,318.5644989,324.45616497137576,316.54238618274377,47.97500328552428,318.5644989,338.3984111207119,298.7305866792881,85.85094582446592,78.91546621048026,6366440.0,10453285.0,0.8848587279547125,5.138256471566137,5.138256471566137,4.153066698381987,0.026161547730455176,10.227148785714288
